ticker,cik,accession_number,period_end,form_type,status,sections_located,sections_total,fill_rate,attempts,last_error,updated_at
ACN,1467373,0001467373-26-000014,2026-02-28,10-Q,committed,3,3,1.00,0,,2026-06-18T12:23:26Z
ACN,1467373,0001467373-26-000032,2026-05-31,10-Q,committed,3,3,1.00,0,,2026-06-18T12:23:26Z
ADBE,796343,0000796343-25-000059,2025-02-28,10-Q,locate_pending,2,3,,0,,2026-06-11T02:03:42Z
ADBE,796343,0000796343-25-000073,2025-05-30,10-Q,locate_pending,2,3,,0,,2026-06-11T02:03:43Z
ADBE,796343,0000796343-25-000107,2025-08-29,10-Q,locate_pending,2,3,,0,,2026-06-11T02:03:44Z
ADBE,796343,0000796343-26-000003,2025-11-28,10-K,locate_pending,2,3,,0,,2026-06-11T02:03:45Z
ADBE,796343,0000796343-26-000056,2026-02-27,10-Q,locate_pending,1,3,,0,,2026-06-11T02:03:45Z
ADI,6281,0000006281-25-000023,2025-02-01,10-Q,locate_pending,2,3,,0,,2026-06-11T02:03:46Z
ADI,6281,0000006281-25-000125,2025-05-03,10-Q,locate_pending,2,3,,0,,2026-06-11T02:03:47Z
ADI,6281,0000006281-25-000144,2025-08-02,10-Q,locate_pending,2,3,,0,,2026-06-11T02:03:47Z
ADI,6281,0000006281-25-000153,2025-11-01,10-K,locate_pending,2,3,,0,,2026-06-11T02:03:48Z
ADI,6281,0000006281-26-000016,2026-01-31,10-Q,locate_pending,2,3,,0,,2026-06-11T02:03:49Z
ADI,6281,0000006281-26-000052,2026-05-02,10-Q,locate_pending,2,3,,0,,2026-06-11T02:03:49Z
ADM,7084,0000007084-25-000022,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-10T19:18:17Z
ADM,7084,0000007084-25-000042,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-10T19:18:17Z
ADM,7084,0000007084-25-000052,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-10T19:18:17Z
ADM,7084,0000007084-26-000011,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-10T19:18:17Z
ADM,7084,0000007084-26-000023,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-10T19:18:17Z
ADP,8670,0000008670-25-000015,2025-03-31,10-Q,locate_pending,1,3,,0,,2026-06-11T02:03:51Z
ADP,8670,0000008670-25-000037,2025-06-30,10-K,locate_pending,1,3,,0,,2026-06-11T02:03:52Z
ADP,8670,0000008670-25-000047,2025-09-30,10-Q,locate_pending,0,3,,0,,2026-06-11T02:03:53Z
ADP,8670,0000008670-26-000011,2025-12-31,10-Q,locate_pending,0,3,,0,,2026-06-11T02:03:53Z
ADP,8670,0000008670-26-000022,2026-03-31,10-Q,locate_pending,0,3,,0,,2026-06-11T02:03:54Z
ADSK,769397,0000769397-25-000019,2025-01-31,10-K,locate_pending,2,3,,0,,2026-06-11T02:03:56Z
ADSK,769397,0000769397-25-000071,2025-04-30,10-Q,locate_pending,2,3,,0,,2026-06-11T02:03:57Z
ADSK,769397,0000769397-25-000117,2025-07-31,10-Q,locate_pending,2,3,,0,,2026-06-11T02:03:58Z
ADSK,769397,0000769397-25-000129,2025-10-31,10-Q,locate_pending,2,3,,0,,2026-06-11T02:03:58Z
ADSK,769397,0000769397-26-000015,2026-01-31,10-K,locate_pending,2,3,,0,,2026-06-11T02:03:59Z
ADSK,769397,0000769397-26-000044,2026-04-30,10-Q,locate_pending,2,3,,0,,2026-06-11T02:04:00Z
AEE,1002910,0001002910-25-000098,2025-03-31,10-Q,locate_pending,2,3,,0,,2026-06-11T02:04:02Z
AEE,1002910,0001002910-25-000112,2025-06-30,10-Q,locate_pending,2,3,,0,,2026-06-11T02:04:04Z
AEE,1002910,0001002910-25-000129,2025-09-30,10-Q,locate_pending,2,3,,0,,2026-06-11T02:04:06Z
AEE,1002910,0001002910-26-000009,2025-12-31,10-K,locate_pending,2,3,,0,,2026-06-11T02:04:09Z
AEE,1002910,0001002910-26-000015,2026-03-31,10-Q,locate_pending,2,3,,0,,2026-06-11T02:04:10Z
AEP,4904,0000004904-25-000061,2025-03-31,10-Q,locate_pending,2,3,,0,,2026-06-11T02:04:15Z
AEP,4904,0000004904-25-000141,2025-06-30,10-Q,locate_pending,2,3,,0,,2026-06-11T02:04:20Z
AEP,4904,0000004904-25-000171,2025-09-30,10-Q,locate_pending,2,3,,0,,2026-06-11T02:04:25Z
AEP,4904,0000004904-26-000013,2025-12-31,10-K,locate_pending,2,3,,0,,2026-06-11T02:04:34Z
AEP,4904,0000004904-26-000034,2026-03-31,10-Q,locate_pending,2,3,,0,,2026-06-11T02:04:38Z
AES,874761,0000874761-25-000035,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-10T19:18:17Z
AES,874761,0000874761-25-000075,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-10T19:18:17Z
AES,874761,0000874761-25-000084,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-10T19:18:17Z
AES,874761,0000874761-26-000063,2025-12-31,10-K,committed,2,3,0.42,0,,2026-06-10T19:18:17Z
AES,874761,0000874761-26-000120,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-10T19:18:17Z
AKAM,1086222,0001086222-25-000149,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-11T17:14:02Z
AKAM,1086222,0001086222-25-000218,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-11T17:14:02Z
AKAM,1086222,0001086222-25-000256,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-11T17:14:02Z
AKAM,1086222,0001086222-26-000022,2025-12-31,10-K,committed,2,3,0.27,0,,2026-06-11T17:14:02Z
AKAM,1086222,0001086222-26-000058,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-11T17:14:02Z
ALB,915913,0000915913-25-000084,2025-03-31,10-Q,locate_pending,2,3,,0,,2026-06-11T02:04:43Z
ALB,915913,0000915913-25-000133,2025-06-30,10-Q,locate_pending,2,3,,0,,2026-06-11T02:04:44Z
ALB,915913,0000915913-25-000162,2025-09-30,10-Q,locate_pending,2,3,,0,,2026-06-11T02:04:45Z
ALB,915913,0000915913-26-000060,2025-12-31,10-K/A,locate_pending,0,3,,0,,2026-06-11T02:04:45Z
ALB,915913,0000915913-26-000018,2025-12-31,10-K,locate_pending,2,3,,0,,2026-06-11T02:04:47Z
ALB,915913,0000915913-26-000072,2026-03-31,10-Q,locate_pending,2,3,,0,,2026-06-11T02:04:49Z
ALGN,1097149,0001097149-25-000034,2025-03-31,10-Q,located,3,3,,0,,2026-06-11T02:04:50Z
ALGN,1097149,0001097149-25-000064,2025-06-30,10-Q,located,3,3,,0,,2026-06-11T02:04:50Z
ALGN,1097149,0001097149-25-000079,2025-09-30,10-Q,located,3,3,,0,,2026-06-11T02:04:51Z
ALGN,1097149,0001097149-26-000014,2025-12-31,10-K,located,3,3,,0,,2026-06-11T02:04:52Z
ALGN,1097149,0001097149-26-000040,2026-03-31,10-Q,located,3,3,,0,,2026-06-11T02:04:53Z
ALLE,1579241,0001579241-25-000021,2025-03-31,10-Q,locate_pending,2,3,,0,,2026-06-11T02:04:54Z
ALLE,1579241,0001579241-25-000030,2025-06-30,10-Q,locate_pending,2,3,,0,,2026-06-11T02:04:54Z
ALLE,1579241,0001579241-25-000043,2025-09-30,10-Q,locate_pending,2,3,,0,,2026-06-11T02:04:55Z
ALLE,1579241,0001579241-26-000007,2025-12-31,10-K,located,3,3,,0,,2026-06-11T02:04:56Z
ALLE,1579241,0001579241-26-000015,2026-03-31,10-Q,locate_pending,2,3,,0,,2026-06-11T02:04:56Z
AMAT,6951,0000006951-25-000011,2025-01-26,10-Q,locate_pending,2,3,,0,,2026-06-11T02:04:58Z
AMAT,6951,0000006951-25-000024,2025-04-27,10-Q,locate_pending,2,3,,0,,2026-06-11T02:04:58Z
AMAT,6951,0000006951-25-000037,2025-07-27,10-Q,locate_pending,2,3,,0,,2026-06-11T02:04:59Z
AMAT,6951,0001628280-25-056742,2025-10-26,10-K,locate_pending,2,3,,0,,2026-06-11T02:05:00Z
AMAT,6951,0001628280-26-009694,2026-01-25,10-Q,locate_pending,2,3,,0,,2026-06-11T02:05:01Z
AMAT,6951,0001628280-26-037227,2026-04-26,10-Q,locate_pending,2,3,,0,,2026-06-11T02:05:02Z
AMCR,1748790,0001748790-25-000016,2025-03-31,10-Q,locate_pending,1,3,,0,,2026-06-11T02:05:03Z
AMCR,1748790,0001748790-25-000023,2025-06-30,10-K,locate_pending,2,3,,0,,2026-06-11T02:05:04Z
AMCR,1748790,0001748790-25-000036,2025-09-30,10-Q,locate_pending,1,3,,0,,2026-06-11T02:05:05Z
AMCR,1748790,0001748790-26-000006,2025-12-31,10-Q,locate_pending,1,3,,0,,2026-06-11T02:05:06Z
AMCR,1748790,0001748790-26-000016,2026-03-31,10-Q,locate_pending,1,3,,0,,2026-06-11T02:05:07Z
AMD,2488,0000002488-25-000047,2025-03-29,10-Q,locate_pending,2,3,,0,,2026-06-11T02:05:08Z
AMD,2488,0000002488-25-000108,2025-06-28,10-Q,locate_pending,2,3,,0,,2026-06-11T02:05:08Z
AMD,2488,0000002488-25-000166,2025-09-27,10-Q,locate_pending,2,3,,0,,2026-06-11T02:05:09Z
AMD,2488,0000002488-26-000021,2025-12-27,10-K/A,locate_pending,0,3,,0,,2026-06-11T02:05:09Z
AMD,2488,0000002488-26-000018,2025-12-27,10-K,locate_pending,2,3,,0,,2026-06-11T02:05:10Z
AMD,2488,0000002488-26-000076,2026-03-28,10-Q,locate_pending,2,3,,0,,2026-06-11T02:05:11Z
AME,1037868,0001037868-25-000040,2025-03-31,10-Q,locate_pending,0,3,,0,,2026-06-11T02:05:11Z
AME,1037868,0001037868-25-000058,2025-06-30,10-Q,locate_pending,0,3,,0,,2026-06-11T02:05:12Z
AME,1037868,0001037868-25-000077,2025-09-30,10-Q,locate_pending,0,3,,0,,2026-06-11T02:05:12Z
AME,1037868,0001037868-26-000016,2025-12-31,10-K,locate_pending,1,3,,0,,2026-06-11T02:05:13Z
AME,1037868,0001037868-26-000144,2026-03-31,10-Q,locate_pending,0,3,,0,,2026-06-11T02:05:14Z
AMGN,318154,0000318154-25-000020,2025-03-31,10-Q,locate_pending,2,3,,0,,2026-06-11T02:05:15Z
AMGN,318154,0000318154-25-000056,2025-06-30,10-Q,locate_pending,1,3,,0,,2026-06-11T02:05:16Z
AMGN,318154,0000318154-25-000072,2025-09-30,10-Q,locate_pending,2,3,,0,,2026-06-11T02:05:17Z
AMGN,318154,0000318154-26-000010,2025-12-31,10-K,locate_pending,2,3,,0,,2026-06-11T02:05:19Z
AMGN,318154,0000318154-26-000057,2026-03-31,10-Q,locate_pending,1,3,,0,,2026-06-11T02:05:20Z
AMZN,1018724,0001018724-25-000036,2025-03-31,10-Q,locate_pending,2,3,,0,,2026-06-11T02:05:21Z
AMZN,1018724,0001018724-25-000086,2025-06-30,10-Q,locate_pending,2,3,,0,,2026-06-11T02:05:21Z
AMZN,1018724,0001018724-25-000123,2025-09-30,10-Q,locate_pending,2,3,,0,,2026-06-11T02:05:22Z
AMZN,1018724,0001018724-26-000004,2025-12-31,10-K,locate_pending,2,3,,0,,2026-06-11T02:05:23Z
AMZN,1018724,0001018724-26-000014,2026-03-31,10-Q,locate_pending,2,3,,0,,2026-06-11T02:05:23Z
ANET,1596532,0001596532-25-000106,2025-03-31,10-Q,locate_pending,0,3,,0,,2026-06-11T02:05:25Z
ANET,1596532,0001596532-25-000216,2025-06-30,10-Q,locate_pending,0,3,,0,,2026-06-11T02:05:25Z
ANET,1596532,0001596532-25-000286,2025-09-30,10-Q,locate_pending,0,3,,0,,2026-06-11T02:05:26Z
ANET,1596532,0001596532-26-000013,2025-12-31,10-K,locate_pending,1,3,,0,,2026-06-11T02:05:27Z
ANET,1596532,0001596532-26-000078,2026-03-31,10-Q,locate_pending,0,3,,0,,2026-06-11T02:05:27Z
AOS,91142,0000091142-25-000075,2025-03-31,10-Q,locate_pending,2,3,,0,,2026-06-11T02:05:28Z
AOS,91142,0000091142-25-000100,2025-06-30,10-Q,locate_pending,2,3,,0,,2026-06-11T02:05:29Z
AOS,91142,0000091142-25-000150,2025-09-30,10-Q,locate_pending,2,3,,0,,2026-06-11T02:05:29Z
AOS,91142,0000091142-26-000008,2025-12-31,10-K,locate_pending,1,3,,0,,2026-06-11T02:05:30Z
AOS,91142,0000091142-26-000084,2026-03-31,10-Q,locate_pending,2,3,,0,,2026-06-11T02:05:30Z
APA,1841666,0002040266-25-000012,2025-03-31,10-Q,locate_pending,2,3,,0,,2026-06-11T06:32:27Z
APA,1841666,0001841666-25-000014,2025-06-30,10-Q,locate_pending,2,3,,0,,2026-06-11T06:32:27Z
APA,1841666,0001841666-25-000031,2025-09-30,10-Q,locate_pending,2,3,,0,,2026-06-11T06:32:28Z
APA,1841666,0001841666-26-000015,2025-12-31,10-K,locate_pending,2,3,,0,,2026-06-11T06:32:30Z
APA,1841666,0001841666-26-000034,2026-03-31,10-Q,locate_pending,2,3,,0,,2026-06-11T06:32:30Z
APD,2969,0000002969-25-000027,2025-03-31,10-Q,locate_pending,2,3,,0,,2026-06-11T06:32:32Z
APD,2969,0000002969-25-000044,2025-06-30,10-Q,locate_pending,2,3,,0,,2026-06-11T06:32:33Z
APD,2969,0000002969-25-000055,2025-09-30,10-K,locate_pending,2,3,,0,,2026-06-11T06:32:35Z
APD,2969,0000002969-26-000008,2025-12-31,10-Q,locate_pending,2,3,,0,,2026-06-11T06:32:36Z
APD,2969,0000002969-26-000020,2026-03-31,10-Q,locate_pending,2,3,,0,,2026-06-11T06:32:37Z
APH,820313,0001558370-25-005558,2025-03-31,10-Q,locate_pending,1,3,,0,,2026-06-11T06:32:38Z
APH,820313,0001558370-25-009610,2025-06-30,10-Q,locate_pending,1,3,,0,,2026-06-11T06:32:39Z
APH,820313,0001104659-25-102142,2025-09-30,10-Q,locate_pending,2,3,,0,,2026-06-11T06:32:40Z
APH,820313,0001104659-26-013549,2025-12-31,10-K,locate_pending,2,3,,0,,2026-06-11T06:32:42Z
APH,820313,0001104659-26-054128,2026-03-31,10-Q,locate_pending,2,3,,0,,2026-06-11T06:32:43Z
APP,1751008,0001751008-25-000053,2025-03-31,10-Q,locate_pending,0,3,,0,,2026-06-11T06:32:44Z
APP,1751008,0001751008-25-000072,2025-06-30,10-Q,locate_pending,0,3,,0,,2026-06-11T06:32:44Z
APP,1751008,0001751008-25-000081,2025-09-30,10-Q,locate_pending,0,3,,0,,2026-06-11T06:32:45Z
APP,1751008,0001751008-26-000010,2025-12-31,10-K,locate_pending,2,3,,0,,2026-06-11T06:32:46Z
APP,1751008,0001751008-26-000044,2026-03-31,10-Q,locate_pending,0,3,,0,,2026-06-11T06:32:46Z
APTV,1521332,0001521332-25-000027,2025-03-31,10-Q,locate_pending,2,3,,0,,2026-06-11T06:32:47Z
APTV,1521332,0001521332-25-000040,2025-06-30,10-Q,locate_pending,2,3,,0,,2026-06-11T06:32:49Z
APTV,1521332,0001521332-25-000051,2025-09-30,10-Q,locate_pending,2,3,,0,,2026-06-11T06:32:50Z
APTV,1521332,0001521332-26-000009,2025-12-31,10-K,locate_pending,2,3,,0,,2026-06-11T06:32:52Z
APTV,1521332,0001521332-26-000048,2026-03-31,10-Q,locate_pending,2,3,,0,,2026-06-11T06:32:53Z
ATO,731802,0000731802-25-000017,2025-03-31,10-Q,locate_pending,1,3,,0,,2026-06-11T06:32:54Z
ATO,731802,0000731802-25-000026,2025-06-30,10-Q,locate_pending,1,3,,0,,2026-06-11T06:32:55Z
ATO,731802,0000731802-25-000056,2025-09-30,10-K,locate_pending,2,3,,0,,2026-06-11T06:32:56Z
ATO,731802,0000731802-26-000013,2025-12-31,10-Q,locate_pending,1,3,,0,,2026-06-11T06:32:57Z
ATO,731802,0000731802-26-000089,2026-03-31,10-Q,locate_pending,1,3,,0,,2026-06-11T06:32:57Z
AVGO,1730168,0001730168-25-000021,2025-02-02,10-Q,locate_pending,1,3,,0,,2026-06-11T06:32:58Z
AVGO,1730168,0001730168-25-000064,2025-05-04,10-Q,locate_pending,1,3,,0,,2026-06-11T06:32:59Z
AVGO,1730168,0001730168-25-000098,2025-08-03,10-Q,locate_pending,1,3,,0,,2026-06-11T06:33:00Z
AVGO,1730168,0001730168-25-000121,2025-11-02,10-K,locate_pending,2,3,,0,,2026-06-11T06:33:01Z
AVGO,1730168,0001730168-26-000016,2026-02-01,10-Q,locate_pending,1,3,,0,,2026-06-11T06:33:01Z
AVGO,1730168,0001730168-26-000054,2026-05-03,10-Q,locate_pending,1,3,,0,,2026-06-11T06:33:02Z
AVY,8818,0000008818-25-000012,2025-03-29,10-Q,located,3,3,,0,,2026-06-11T06:33:03Z
AVY,8818,0000008818-25-000040,2025-06-28,10-Q,located,3,3,,0,,2026-06-11T06:33:03Z
AVY,8818,0000008818-25-000049,2025-09-27,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:04Z
AVY,8818,0000008818-26-000015,2025-12-31,10-K,located,3,3,,0,,2026-06-11T06:33:05Z
AVY,8818,0000008818-26-000109,2026-03-31,10-Q,located,3,3,,0,,2026-06-11T06:33:05Z
AWK,1410636,0001410636-25-000083,2025-03-31,10-Q,locate_pending,1,3,,0,,2026-06-11T06:33:06Z
AWK,1410636,0001410636-25-000150,2025-06-30,10-Q,locate_pending,1,3,,0,,2026-06-11T06:33:07Z
AWK,1410636,0001410636-25-000173,2025-09-30,10-Q,locate_pending,1,3,,0,,2026-06-11T06:33:08Z
AWK,1410636,0001410636-26-000034,2025-12-31,10-K,locate_pending,2,3,,0,,2026-06-11T06:33:09Z
AWK,1410636,0001410636-26-000063,2026-03-31,10-Q,locate_pending,1,3,,0,,2026-06-11T06:33:09Z
AXON,1069183,0001069183-25-000077,2025-03-31,10-Q,locate_pending,1,3,,0,,2026-06-11T06:33:11Z
AXON,1069183,0001069183-25-000181,2025-06-30,10-Q,locate_pending,1,3,,0,,2026-06-11T06:33:12Z
AXON,1069183,0001628280-25-049143,2025-09-30,10-Q,locate_pending,1,3,,0,,2026-06-11T06:33:13Z
AXON,1069183,0001628280-26-011360,2025-12-31,10-K,locate_pending,1,3,,0,,2026-06-11T06:33:14Z
AXON,1069183,0001628280-26-031542,2026-03-31,10-Q,locate_pending,1,3,,0,,2026-06-11T06:33:15Z
AZO,866787,0001558370-25-003476,2025-02-15,10-Q,locate_pending,1,3,,0,,2026-06-11T06:33:16Z
AZO,866787,0001558370-25-008618,2025-05-10,10-Q,locate_pending,1,3,,0,,2026-06-11T06:33:16Z
AZO,866787,0001104659-25-102611,2025-08-30,10-K,locate_pending,1,3,,0,,2026-06-11T06:33:18Z
AZO,866787,0001104659-25-123222,2025-11-22,10-Q,locate_pending,1,3,,0,,2026-06-11T06:33:18Z
AZO,866787,0001104659-26-032757,2026-02-14,10-Q,locate_pending,1,3,,0,,2026-06-11T06:33:19Z
BA,12927,0000012927-25-000031,2025-03-31,10-Q,committed,2,2,1.00,0,,2026-06-10T19:18:17Z
BA,12927,0000012927-25-000062,2025-06-30,10-Q,committed,2,2,1.00,0,,2026-06-10T19:18:17Z
BA,12927,0001628280-25-047023,2025-09-30,10-Q,committed,2,2,1.00,0,,2026-06-10T19:18:17Z
BA,12927,0001628280-26-004357,2025-12-31,10-K,committed,2,2,1.00,0,,2026-06-10T19:18:17Z
BA,12927,0001628280-26-026458,2026-03-31,10-Q,committed,2,2,1.00,0,,2026-06-10T19:18:17Z
BALL,9389,0001558370-25-006439,2025-03-31,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:20Z
BALL,9389,0001558370-25-010234,2025-06-30,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:21Z
BALL,9389,0001104659-25-106108,2025-09-30,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:22Z
BALL,9389,0001104659-26-017410,2025-12-31,10-K,locate_pending,2,3,,0,,2026-06-11T06:33:24Z
BALL,9389,0001104659-26-055460,2026-03-31,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:25Z
BAX,10456,0001628280-25-022727,2025-03-31,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:26Z
BAX,10456,0001628280-25-037877,2025-06-30,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:27Z
BAX,10456,0001628280-25-048897,2025-09-30,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:28Z
BAX,10456,0001628280-26-007733,2025-12-31,10-K,locate_pending,1,3,,0,,2026-06-11T06:33:29Z
BAX,10456,0001628280-26-028962,2026-03-31,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:29Z
BBY,764478,0000764478-25-000007,2025-02-01,10-K,locate_pending,2,3,,0,,2026-06-11T06:33:31Z
BBY,764478,0000764478-25-000019,2025-05-03,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:32Z
BBY,764478,0000764478-25-000040,2025-08-02,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:33Z
BBY,764478,0000764478-25-000057,2025-11-01,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:33Z
BBY,764478,0000764478-26-000009,2026-01-31,10-K,locate_pending,2,3,,0,,2026-06-11T06:33:34Z
BBY,764478,0000764478-26-000022,2026-05-02,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:34Z
BDX,10795,0000010795-25-000039,2025-03-31,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:36Z
BDX,10795,0000010795-25-000072,2025-06-30,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:36Z
BDX,10795,0000010795-25-000099,2025-09-30,10-K,locate_pending,2,3,,0,,2026-06-11T06:33:37Z
BDX,10795,0000010795-26-000005,2025-12-31,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:38Z
BDX,10795,0000010795-26-000026,2026-03-31,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:39Z
BF.B,14693,0000014693-25-000018,2025-01-31,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:40Z
BF.B,14693,0000014693-25-000062,2025-04-30,10-K,locate_pending,2,3,,0,,2026-06-11T06:33:41Z
BF.B,14693,0000014693-25-000096,2025-07-31,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:41Z
BF.B,14693,0000014693-25-000112,2025-10-31,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:42Z
BF.B,14693,0000014693-26-000010,2026-01-31,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:43Z
BG,1996862,0001996862-25-000086,2025-03-31,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:44Z
BG,1996862,0001996862-25-000204,2025-06-30,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:45Z
BG,1996862,0001628280-25-049587,2025-09-30,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:46Z
BG,1996862,0001628280-26-009842,2025-12-31,10-K,locate_pending,2,3,,0,,2026-06-11T06:33:48Z
BG,1996862,0001628280-26-028235,2026-03-31,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:49Z
BIIB,875045,0000875045-25-000018,2025-03-31,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:50Z
BIIB,875045,0000875045-25-000033,2025-06-30,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:51Z
BIIB,875045,0000875045-25-000049,2025-09-30,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:53Z
BIIB,875045,0000875045-26-000013,2025-12-31,10-K,locate_pending,2,3,,0,,2026-06-11T06:33:54Z
BIIB,875045,0000875045-26-000045,2026-03-31,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:55Z
BKNG,1075531,0001075531-25-000024,2025-03-31,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:56Z
BKNG,1075531,0001075531-25-000036,2025-06-30,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:57Z
BKNG,1075531,0001075531-25-000051,2025-09-30,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:58Z
BKNG,1075531,0001075531-26-000009,2025-12-31,10-K,locate_pending,2,3,,0,,2026-06-11T06:33:59Z
BKNG,1075531,0001075531-26-000025,2026-03-31,10-Q,locate_pending,2,3,,0,,2026-06-11T06:33:59Z
BKR,1701605,0001701605-25-000075,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-11T22:22:38Z
BKR,1701605,0001701605-25-000107,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-11T22:22:38Z
BKR,1701605,0001701605-25-000117,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-11T22:22:38Z
BKR,1701605,0001701605-26-000007,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-11T22:22:38Z
BKR,1701605,0001701605-26-000014,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-11T22:22:38Z
BLDR,1316835,0000950170-25-061689,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-11T22:22:38Z
